UserID,Status,created_dt,last_updated
2290,pending,2023-09-19,2023-09-19
2290,activated,2023-09-19,2023-09-21
2291,pending,2023-10-13,2023-10-13
2291,activated,2023-10-13 ,2023-10-23
2292,pending,2023-09-04,2023-09-04
2292,Activated,2023-09-04,2023-09-14
2293,pending,2023-10-04,2023-10-04
2293,activated,2023-10-04, 2023-10-13
2294,,2023-10-19,2023-10-19
2294,activated,2023-10-19,2023-10-28
2295,,2023-09-15,2023-09-15
2295,activated,2023-09-15,2023-09-25
2296,pending,2023-10-08,2023-10-08
2296,activated,2023-10-08,2023-10-11
2297,pending,2023-09-16,2023-09-16
2297,activated,,2023-09-17
2298,,2023-10-24,2023-10-24
2298,activated,2023-10-24,
2299,pending,2023-10-01,2023-10-01
2299,activated, 2023-10-01,2023-10-04
2300,pending,2023-09-23,2023-09-23
2300,activated,2023-09-23,2023-09-25
2301,pending,2023-10-26,2023-10-26
2301,activated,2023-10-26,2023-10-30
2302,pending,2023-10-01,2023-10-01
2302,activated,2023-10-01,
2303,pending,2023-09-23,2023-09-23
2303,activated,2023-09-23,2023-10-03
2304,pending,2023-09-12,2023-09-12
2304,activated,2023-09-12,2023-09-13
2305,pending,2023-09-07,2023-09-07
2305,activated,2023-09-07,2023-09-10
2306,,2023-09-19,2023-09-19
2306,expired,2023-09-19,2023-10-03
2307,pending ,2023-09-02,2023-09-02
2307,activated, 2023-09-02,2023-09-04 
2308,pending,2023-10-23,2023-10-23
2308,activated,2023-10-23,2023-10-25
2309,pending,,2023-10-24
2309,rejected,2023-10-24,2023-11-02
2310,pending,2023-10-21,2023-10-21
2310,,2023-10-21,2023-10-24
2311,,2023-09-29,2023-09-29
2311,activated,2023-09-29,2023-10-01
2312,pending,2023-09-22,2023-09-22
2312,activated,2023-09-22,2023-09-26
2313,pending,2023-09-18,2023-09-18
2313,activated,2023-09-18,2023-09-19
2314,Pending,2023-09-09,2023-09-09
2314,activated,2023-09-09,2023-09-16
2315,PENDING,,2023-09-18
2315,activated,2023-09-18,2023-09-22
2316,pending,2023-09-19,2023-09-19
2316,activated,2023-09-19,2023-09-29
2317,pending ,2023-10-01,2023-10-01
2317,activated, 2023-10-01,2023-10-08
2318,pending,2023-09-12,
2318,,2023-09-12,2023-09-15
2319,pending ,2023-10-02,2023-10-02
2319,,2023-10-02,2023-10-12
2320,pending ,2023-09-30,2023-09-30
2320,activated,2023-09-30,2023-10-06
2321,pending,2023-09-09,
2321,activated,2023-09-09,2023-09-19
2321,deactivated,,2023-10-17
2322, pending,,2023-10-05
2322,activated,2023-10-05, 2023-10-13
2323,pending,2023-10-25,2023-10-25
2323,activated,2023-10-25,2023-10-28
2324,pending,2023-10-16,2023-10-16
2324,activated,2023-10-16 ,2023-10-19
2325,pending,2023-10-03,2023-10-03
2325,activated,2023-10-03,2023-10-09
2326,pending,2023-09-15, 2023-09-15
2326,activated,2023-09-15,2023-09-16
2327,pending,2023-10-13,2023-10-13
2327,expired,,2023-10-27
2328,pending ,2023-09-15,2023-09-15
2328,activated,2023-09-15,2023-09-25
2329,pending,2023-10-21,2023-10-21
2329,rejected, 2023-10-21,2023-10-31
2330,pending ,2023-09-17,2023-09-17
2330,activated,2023-09-17,2023-09-25
2331,pending,2023-09-12,2023-09-12
2331,activated,2023-09-12,2023-09-22
2332,pending,2023-10-17,2023-10-17
2332,activated,2023-10-17,2023-10-24
2333,pending,2023-09-13,2023-09-13
2333,,2023-09-13,2023-09-15
2334,pending,2023-09-17,2023-09-17
2334,activated,,2023-09-27
2335,pending,2023-10-12,
2335,activated,2023-10-12,2023-10-17
2336,,2023-09-23,2023-09-23
2336,activated,2023-09-23,2023-10-01
2337,pending,2023-09-24,2023-09-24
2337,activated,2023-09-24,2023-10-01
2338,pending,2023-10-25,2023-10-25
2338,activated,2023-10-25,2023-10-27
2339,pending,2023-10-23,2023-10-23
2339,,2023-10-23,2023-10-31
2340,pending,,2023-10-30
2340,,2023-10-30 ,2023-11-08
2341,pending,2023-10-04,2023-10-04
2341,activated,2023-10-04 ,2023-10-12
2342,pending,2023-09-23,2023-09-23
2342,activated,2023-09-23,2023-09-26
2343,pending,2023-10-06,2023-10-06 
2343,activated,2023-10-06,2023-10-12
2344,PENDING,2023-09-25,2023-09-25
2344,activated,2023-09-25,2023-10-01
2345,pending,2023-10-28,2023-10-28
2345,activated,2023-10-28,2023-11-07
2346,pending,2023-09-16,2023-09-16
2346,activated,2023-09-16,2023-09-24
2347,pending,2023-10-20 ,2023-10-20
2347,activated,2023-10-20,2023-10-27
2348,pending,, 2023-10-18
2348,activated,2023-10-18,2023-10-23
2349,pending,2023-09-17,2023-09-17
2349,activated,,2023-09-20
2350,pending,2023-10-17,2023-10-17
2350,activated,,2023-10-24
2351,pending,2023-10-12,2023-10-12
2351,activated,2023-10-12,2023-10-21
2352,,2023-10-18,2023-10-18
2352,activated,2023-10-18,2023-10-28
2353,PENDING,2023-10-01,2023-10-01
2353,activated,2023-10-01,2023-10-06
2354,pending,2023-09-09,2023-09-09
2354,activated,2023-09-09,2023-09-14
2355,pending,,2023-09-29
2355,activated,2023-09-29,2023-09-30
2356,pending,2023-10-28,
2356,activated,2023-10-28,2023-10-29
2357,,2023-10-25,2023-10-25
2357, activated,2023-10-25,2023-11-02
2357,deactivated,2023-10-25,2023-11-30
2358,pending,2023-09-20,2023-09-20
2358,activated,2023-09-20,2023-09-23
2359,Pending,2023-10-09,2023-10-09
2359,activated,2023-10-09,2023-10-17
2360,pending,2023-09-02,2023-09-02
2360,activated,2023-09-02,2023-09-07
2361,,2023-10-14,2023-10-14
2361,rejected,2023-10-14,2023-10-21
2362,pending,,2023-10-05
2362,activated,2023-10-05,2023-10-10
2363,,2023-09-24,2023-09-24
2363,expired,2023-09-24,
2364,pending,2023-09-17,2023-09-17
2364,activated,2023-09-17,2023-09-27
2364,deactivated,2023-09-17,2023-10-20
2365,pending,,2023-09-05
2365,activated,2023-09-05,2023-09-07
2366,pending,2023-09-15,2023-09-15
2366,activated,2023-09-15,2023-09-23
2367,pending,2023-09-26, 2023-09-26
2367,rejected,2023-09-26,2023-09-30
2368,pending,2023-09-26,2023-09-26
2368,activated,2023-09-26,2023-10-02
2369,pending,2023-09-10,2023-09-10
2369,activated,2023-09-10,2023-09-19 
2370,pending,2023-10-12,2023-10-12
2370,activated,2023-10-12,2023-10-14
2371,pending,2023-09-01,2023-09-01
2371,activated,2023-09-01,2023-09-11
2372,,2023-09-11,2023-09-11
2372,activated,2023-09-11,2023-09-13
2373,pending,2023-09-18,2023-09-18
2373,activated,2023-09-18 ,2023-09-19
2374,pending,2023-09-11,2023-09-11
2374,activated,2023-09-11,2023-09-12
2375,pending,2023-10-19,2023-10-19
2375,activated,2023-10-19,2023-10-21 
2376,pending,2023-10-28,2023-10-28
2376,activated,2023-10-28,2023-11-04
2377,PENDING,2023-09-29,2023-09-29
2377,expired ,2023-09-29,2023-10-13
2378,pending,2023-09-21,2023-09-21
2378,expired,2023-09-21,2023-10-05
2379,pending,2023-10-21,2023-10-21 
2379,expired,2023-10-21,2023-11-04
2380,pending,2023-10-16,2023-10-16
2380,activated, 2023-10-16,2023-10-22
2381,pending,2023-10-10,2023-10-10
2381,activated,2023-10-10,2023-10-13
2382,pending,2023-10-26,2023-10-26
2382,activated,2023-10-26,2023-10-28
2383,pending,2023-09-05,2023-09-05
2383,activated,2023-09-05,2023-09-09
2384,pending,2023-10-06,2023-10-06
2384,rejected,2023-10-06,
2385,pending,2023-09-17 , 2023-09-17
2385,activated,2023-09-17,2023-09-19
2386,pending,2023-10-29,2023-10-29 
2386,activated,,
2387,pending,,
2387,activated,2023-09-04,
2388,pending,2023-10-24,2023-10-24
2388,activated,2023-10-24,2023-11-02
2389,pending,2023-10-25,2023-10-25
2389,activated,, 2023-10-27
2390,pending,2023-09-04,2023-09-04
2390,activated,2023-09-04,2023-09-14
2391,,2023-10-24,2023-10-24
2391,activated,,2023-10-30
2392,,2023-10-01,2023-10-01
2392,activated,2023-10-01,2023-10-09
2393,pending,2023-10-24,2023-10-24
2393,activated,2023-10-24,2023-10-29
2394,pending,2023-09-29,2023-09-29
2394,activated,, 2023-10-06
2395,pending,2023-10-29,2023-10-29
2395,expired,2023-10-29,2023-11-12
2396,pending,2023-09-19,2023-09-19
2396,activated, 2023-09-19,2023-09-25
2397,PENDING,2023-09-12 ,2023-09-12
2397,,,2023-09-26
2398,pending,2023-10-08,2023-10-08
2398,,2023-10-08,2023-10-11
2398,deactivated,2023-10-08,2023-11-04 
2399,pending,2023-10-29,2023-10-29
2399,rejected,2023-10-29,2023-10-31 
2400,,2023-09-16,2023-09-16
2400,activated,2023-09-16,2023-09-21
2401,pending,2023-10-12,2023-10-12
2401,,2023-10-12,2023-10-22
2402,pending,2023-09-16,2023-09-16
2402,activated ,,2023-09-20
2403,pending,2023-09-23,2023-09-23
2403,activated,2023-09-23,2023-09-27
2404, pending,2023-10-07,2023-10-07
2404,activated,2023-10-07,2023-10-08
2405,pending,2023-10-17,2023-10-17
2405,activated,2023-10-17,
2406,pending,2023-09-30,2023-09-30
2406,,2023-09-30,2023-10-04
2407,pending,2023-10-26,2023-10-26
2407,activated,2023-10-26,2023-10-27
2407,deactivated,2023-10-26,2023-11-12
2408,pending,2023-10-10,2023-10-10
2408,activated,2023-10-10,2023-10-12
2409,pending,2023-09-03,
2409,activated,2023-09-03,2023-09-06
2410,pending ,2023-10-07,
2410,activated ,2023-10-07,2023-10-12
2411,pending,2023-09-03,2023-09-03
2411,activated,2023-09-03,2023-09-13
2412,pending,2023-09-15,2023-09-15
2412,activated,2023-09-15,2023-09-18
2413, pending,2023-10-03,2023-10-03
2413,activated,2023-10-03,2023-10-11
2414,pending,2023-09-25,2023-09-25
2414,,2023-09-25,2023-09-30
2415,pending,2023-10-12,2023-10-12
2415,activated,2023-10-12,2023-10-14
2416,pending,2023-09-25,2023-09-25
2416,,2023-09-25,2023-10-05
2417,pending,2023-10-19,2023-10-19 
2417,activated,2023-10-19,2023-10-22
2418,pending ,,2023-10-04
2418,,2023-10-04,2023-10-08
2419,pending,2023-10-06,2023-10-06
2419,activated,2023-10-06,2023-10-13
2420,pending,2023-10-07,2023-10-07 
2420,activated,2023-10-07,2023-10-16
2421, pending,2023-10-01,2023-10-01
2421,rejected,2023-10-01,2023-10-05
2422,pending,2023-10-02,2023-10-02
2422,activated,2023-10-02,2023-10-04
2423,pending,2023-09-01,2023-09-01
2423,activated,2023-09-01,2023-09-06
2424,pending,2023-09-09,2023-09-09
2424,activated,2023-09-09,2023-09-15
2425,pending,2023-09-19,2023-09-19
2425,,2023-09-19,2023-09-27
2426,,2023-09-14,2023-09-14
2426,activated,2023-09-14,2023-09-24
2427,pending,2023-09-12,2023-09-12
2427,activated,2023-09-12,2023-09-13
2428,PENDING,2023-10-12,
2428,activated,2023-10-12,2023-10-18
2429,pending,2023-09-27,2023-09-27
2429,activated,2023-09-27,2023-10-07
2430,pending,2023-09-10,2023-09-10
2430,activated,2023-09-10,2023-09-20
2431,pending,2023-10-10,2023-10-10
2431,activated,2023-10-10,2023-10-17
2432,pending,2023-09-11,
2432,activated,2023-09-11,2023-09-20
2433,Pending,,2023-09-18
2433,activated,2023-09-18,2023-09-19
2434,pending,2023-09-13,2023-09-13
2434,activated,2023-09-13,2023-09-21
2435,pending,2023-10-11,
2435,activated,2023-10-11,2023-10-13
2436,pending,2023-10-01,2023-10-01
2436,activated,,
2437,pending,2023-09-01,2023-09-01
2437,activated,2023-09-01,2023-09-05
2438,pending,,2023-10-13
2438,activated,,2023-10-20
2439,pending,2023-09-11,2023-09-11
2439,activated,2023-09-11,
2440,pending,2023-09-16,2023-09-16
2440,activated,2023-09-16,2023-09-17
2441,pending,2023-09-07,2023-09-07
2441,activated,2023-09-07,2023-09-13
2442,pending,2023-10-06,2023-10-06
2442,activated,2023-10-06,2023-10-07
2443,pending,2023-10-04,2023-10-04
2443, activated,2023-10-04,2023-10-09
2444,pending,2023-09-16,2023-09-16
2444,activated,2023-09-16,2023-09-17
2445,pending,2023-10-30,2023-10-30
2445,activated,2023-10-30,2023-11-09
2446,,2023-09-24,2023-09-24
2446,activated,2023-09-24,2023-09-27
2446,deactivated,2023-09-24,2023-10-20
2447,pending,2023-09-09,2023-09-09
2447,activated,2023-09-09,2023-09-17
2448,pending,2023-10-19,2023-10-19
2448,activated,2023-10-19,2023-10-23
2449,,2023-10-01,2023-10-01
2449,activated,2023-10-01,2023-10-09
2450,pending,2023-09-28,2023-09-28
2450,activated,2023-09-28,2023-09-30
2451,pending,2023-10-07,2023-10-07
2451,activated,2023-10-07,2023-10-12
2452,pending,2023-09-29,2023-09-29
2452,activated,2023-09-29,2023-10-05
2453,pending,2023-09-26,2023-09-26
2453,activated,2023-09-26,2023-09-29
2454,pending,2023-09-03,2023-09-03
2454,activated,,2023-09-13
2455,pending,,2023-10-18
2455,expired,2023-10-18,2023-11-01
2456,pending,2023-10-04,2023-10-04
2456,activated,2023-10-04, 2023-10-12
2457,pending,2023-10-13,2023-10-13
2457,activated,2023-10-13,2023-10-16
2458,pending,2023-09-04,2023-09-04
2458,activated,2023-09-04,2023-09-12
2459,pending,2023-09-29,2023-09-29
2459,activated,2023-09-29,2023-10-09
2460,pending,2023-09-21,2023-09-21
2460,,2023-09-21,2023-09-25
2461,pending,2023-10-02,2023-10-02
2461,activated,2023-10-02,2023-10-05
2462,,2023-10-12,2023-10-12
2462,rejected,2023-10-12,2023-10-13
2463,pending,2023-09-16,2023-09-16
2463,activated,2023-09-16,2023-09-21
2464,,,2023-10-15
2464,activated ,2023-10-15,2023-10-25
2465,pending,2023-10-12,2023-10-12
2465,activated ,2023-10-12,2023-10-15
2466,pending,2023-09-05,
2466,expired,2023-09-05,2023-09-19
2467,pending,2023-10-22,2023-10-22
2467,activated,2023-10-22,2023-10-29
2468,pending ,2023-10-08,2023-10-08
2468,activated,2023-10-08,2023-10-17
2469,pending,2023-09-17, 2023-09-17
2469,activated,2023-09-17,2023-09-25
2470,PENDING,2023-10-24,2023-10-24
2470,activated,2023-10-24,2023-10-30
2471,pending,2023-09-03,
2471,activated,2023-09-03,2023-09-13
2471,deactivated,2023-09-03,2023-10-03
2472,pending,2023-10-05,2023-10-05
2472,activated,2023-10-05,2023-10-07
2473,pending,2023-10-22,2023-10-22
2473,ACTIVATED,2023-10-22,2023-10-25
2474,pending,2023-10-14,2023-10-14 
2474,rejected,2023-10-14,2023-10-18 
2475,pending,2023-10-25,2023-10-25
2475,activated,2023-10-25,2023-10-27
2476,pending,2023-09-30,2023-09-30
2476,activated,2023-09-30,2023-10-08
2477,pending,2023-10-25,2023-10-25
2477,ACTIVATED,2023-10-25,2023-11-03
2478,,2023-09-03,2023-09-03
2478,activated,2023-09-03,2023-09-12
2479,Pending,2023-10-20,2023-10-20
2479,activated,2023-10-20,2023-10-25
2480,pending,2023-09-12,2023-09-12
2480,activated,2023-09-12,2023-09-22
2481,pending,2023-10-09,2023-10-09
2481,activated,2023-10-09,2023-10-18
2482,pending, 2023-10-30,2023-10-30
2482,activated,2023-10-30,2023-11-07
2483,,2023-09-30,2023-09-30
2483,ACTIVATED,2023-09-30,2023-10-02
2484,pending,2023-10-21,2023-10-21
2484,rejected,2023-10-21,2023-10-27
2485,pending,2023-10-11,
2485,activated,2023-10-11,2023-10-17
2486,pending,2023-10-21,2023-10-21
2486,activated,,2023-10-31
2487,pending,2023-09-01,2023-09-01
2487,activated,2023-09-01,2023-09-09
2488,pending,2023-09-30,2023-09-30
2488, activated,2023-09-30,2023-10-05
2489,pending,2023-10-10,2023-10-10
2489,activated,2023-10-10,2023-10-16
2490,pending,2023-10-14,2023-10-14
2490,Activated,2023-10-14,2023-10-19
2491,pending,2023-10-27,2023-10-27
2491,activated,2023-10-27,
2492,pending,2023-09-11,2023-09-11
2492,activated,2023-09-11,2023-09-18
2493,pending,2023-10-02,2023-10-02
2493,,2023-10-02,2023-10-09
2494,pending,2023-10-08,2023-10-08
2494,,2023-10-08,2023-10-15
2495,pending,2023-09-24,2023-09-24
2495,activated,,2023-10-03
2496,pending,2023-10-26,2023-10-26
2496,activated,2023-10-26 ,2023-11-01
2497,pending,2023-10-01,2023-10-01
2497,activated,2023-10-01,2023-10-05
2498,pending,2023-09-05,2023-09-05
2498,activated,2023-09-05,2023-09-13
2499,pending,2023-10-09,2023-10-09
2499,,2023-10-09,2023-10-11
2500,,2023-10-15,2023-10-15
2500,activated,2023-10-15,2023-10-19
2501,pending,2023-10-12,2023-10-12
2501,activated,2023-10-12,2023-10-22
2502,pending,2023-09-30,2023-09-30
2502,activated, 2023-09-30,2023-10-09
2503,,2023-09-29,2023-09-29
2503,activated,2023-09-29,2023-10-02
2504,,2023-10-22,2023-10-22
2504,activated,2023-10-22,2023-10-29
2505,pending,2023-10-13,2023-10-13
2505,activated,2023-10-13,2023-10-19
2506,pending,2023-10-13,2023-10-13
2506,expired,2023-10-13,
2507,pending,2023-10-20,2023-10-20
2507,activated,2023-10-20,2023-10-24
2508,pending,2023-09-07,2023-09-07
2508,activated ,,2023-09-12
2509,pending,2023-10-12,2023-10-12
2509,rejected,2023-10-12,2023-10-15
2510,pending,2023-10-22,2023-10-22
2510,activated,2023-10-22 ,2023-11-01
2510,deactivated,2023-10-22,2023-11-22
2511,pending,2023-10-14,2023-10-14
2511,activated,2023-10-14,2023-10-23
2512,pending,2023-10-27,
2512,activated,2023-10-27,2023-10-31
2513,pending,2023-09-24,2023-09-24
2513,,2023-09-24,2023-10-04
2514,pending,2023-10-16,2023-10-16
2514,activated,2023-10-16,2023-10-18
2515,pending,2023-10-16,2023-10-16
2515, activated,2023-10-16,2023-10-23
2516,pending,2023-10-15,2023-10-15
2516,activated,2023-10-15,2023-10-19
2517,pending,2023-10-01,2023-10-01
2517,activated,2023-10-01,2023-10-09
2518,pending,2023-09-29,2023-09-29
2518,activated,2023-09-29,2023-10-09
2519,pending,2023-10-26,2023-10-26
2519,activated,2023-10-26,2023-11-03
2520,pending,2023-09-14,2023-09-14
2520,activated,2023-09-14,2023-09-24
2521,pending,2023-09-20,2023-09-20
2521,activated,2023-09-20, 2023-09-21
2522,pending,2023-09-11,2023-09-11
2522,activated,2023-09-11,2023-09-20
2523,pending,2023-10-21,2023-10-21
2523,activated,2023-10-21,2023-10-31
2524,pending,2023-10-21,
2524,activated,2023-10-21,2023-10-30
2525,,2023-09-22,2023-09-22
2525,activated,2023-09-22,2023-09-27
2526,pending,2023-09-25,2023-09-25
2526,,2023-09-25,2023-09-28
2527,pending,2023-10-18,2023-10-18
2527,Activated,2023-10-18,2023-10-21
2528,pending,2023-10-09,2023-10-09
2528,activated,,2023-10-16
2529,pending,2023-09-26,2023-09-26
2529,activated,2023-09-26,2023-10-05
2530,pending,2023-10-28,2023-10-28
2530,activated,2023-10-28,2023-11-04
2531,pending,2023-10-02,2023-10-02
2531,activated,2023-10-02,2023-10-08
2532,Pending,2023-09-06,2023-09-06
2532,activated,2023-09-06,2023-09-11
2533,pending,2023-09-23,2023-09-23
2533,activated,,2023-09-30
2534,pending,2023-09-22,2023-09-22
2534,activated,2023-09-22,2023-10-01
2535,pending,2023-09-10,2023-09-10
2535,Activated,2023-09-10,2023-09-16
2536,pending,2023-10-08,2023-10-08
2536,activated,2023-10-08,2023-10-18
2537,pending,2023-10-04,
2537,activated,2023-10-04,2023-10-12
2538,pending,2023-10-13, 2023-10-13
2538,activated,2023-10-13,2023-10-19
2539,pending,2023-10-25,2023-10-25
2539,activated,,2023-10-26
2540,pending,2023-09-13,2023-09-13
2540,expired,2023-09-13,2023-09-27
2541,pending,2023-09-17,2023-09-17
2541,activated ,2023-09-17,2023-09-24
2542,pending,,2023-10-09
2542,activated,2023-10-09,2023-10-16
2543,pending,2023-10-15,2023-10-15
2543,expired,2023-10-15,2023-10-29
2544,pending,,2023-10-12 
2544,activated,,2023-10-20
2545,pending,2023-09-04,
2545,activated,2023-09-04,2023-09-09
2546,PENDING,2023-10-18,2023-10-18
2546,activated,2023-10-18 ,2023-10-22
2547,pending,2023-09-15,2023-09-15
2547,activated,2023-09-15,
2548,pending,2023-09-05,2023-09-05
2548,,2023-09-05,
2549,pending,2023-10-29,2023-10-29
2549,activated,2023-10-29,2023-11-06 
2550,pending,2023-09-07,2023-09-07
2550,activated,2023-09-07,2023-09-13
2551,pending,2023-10-27,
2551,activated,2023-10-27,2023-11-04
2552,pending,2023-09-13,2023-09-13
2552,activated,2023-09-13,2023-09-17
2553,pending,2023-09-13,2023-09-13
2553,activated,2023-09-13,2023-09-18
2554,pending,2023-10-25,
2554,,2023-10-25,2023-11-03
2554,,2023-10-25,2023-11-22
2555,pending,2023-10-14,2023-10-14
2555,activated,2023-10-14,
2556,pending,2023-10-28,2023-10-28
2556,activated,2023-10-28,2023-11-01
2557,pending,2023-09-03,2023-09-03
2557,activated,2023-09-03,2023-09-13
2558,pending,2023-10-11,2023-10-11
2558,activated,2023-10-11,2023-10-14
2558,,2023-10-11,2023-11-01
2559,pending,2023-09-27,2023-09-27
2559,activated,2023-09-27,2023-10-06
2560,,2023-09-17,2023-09-17
2560,expired,,2023-10-01
2561,pending,2023-09-26,2023-09-26
2561,activated,,2023-10-02
2562,pending,2023-10-19,2023-10-19
2562,activated,2023-10-19,2023-10-27
2563,pending,2023-09-28,2023-09-28
2563,activated,2023-09-28,2023-10-06
2564,pending,2023-10-26,2023-10-26
2564,activated,2023-10-26 ,2023-10-30
2565,,2023-10-27,2023-10-27
2565,activated,2023-10-27,2023-11-02
2566,pending,2023-10-07,2023-10-07
2566,activated,2023-10-07,2023-10-13 
2567,pending,2023-09-08,2023-09-08
2567,rejected,2023-09-08,2023-09-10
2568,Pending,2023-09-08,2023-09-08
2568,activated,2023-09-08,
2569,pending,2023-10-03,2023-10-03
2569,activated,2023-10-03,2023-10-05
2570,Pending,2023-10-20,2023-10-20
2570,activated,2023-10-20,2023-10-25
2571,pending, 2023-10-30,2023-10-30
2571,activated,2023-10-30,2023-11-07
2572,pending,2023-10-14,2023-10-14
2572,activated,,
2573,,2023-09-01,2023-09-01
2573,activated,2023-09-01,2023-09-08
2574,pending,2023-10-25,2023-10-25
2574,activated,2023-10-25,2023-10-31
2575,pending,2023-10-06,2023-10-06
2575,activated,,2023-10-08
2576,,2023-09-08,2023-09-08
2576,activated ,2023-09-08,2023-09-17
2577,pending,2023-10-13,2023-10-13
2577,activated,2023-10-13,2023-10-16
2578,pending,2023-10-27,
2578,activated,2023-10-27,2023-10-30
2579,pending,2023-09-17,2023-09-17
2579,expired,2023-09-17,2023-10-01
2580,,,2023-10-05
2580,activated,2023-10-05,2023-10-10
2581,pending,2023-10-08,2023-10-08
2581,activated,2023-10-08,2023-10-11
2582,pending,2023-10-07,2023-10-07
2582,activated,2023-10-07,2023-10-12
2583,pending,2023-09-21,2023-09-21
2583,ACTIVATED,2023-09-21,2023-09-24
2584,pending,2023-10-03,2023-10-03
2584,activated,2023-10-03,2023-10-11 
2584,deactivated,2023-10-03,2023-10-30
2585,pending,2023-10-26, 2023-10-26
2585,rejected,2023-10-26,2023-10-28
2586,pending,2023-10-04,2023-10-04
2586, activated,2023-10-04,
2586,deactivated,2023-10-04,2023-10-22
2587,pending,2023-09-11,2023-09-11
2587,activated,2023-09-11,2023-09-19
2588,pending,2023-10-05,2023-10-05
2588,activated,2023-10-05,2023-10-09
2589,pending,2023-10-15,2023-10-15
2589,rejected ,,2023-10-16
2590,pending,2023-09-05,2023-09-05
2590,activated,2023-09-05,2023-09-08
2591,pending,2023-10-22,2023-10-22
2591,,2023-10-22,2023-10-25
2592, pending,2023-09-29, 2023-09-29
2592,activated,2023-09-29,
2593,pending,2023-09-13,2023-09-13
2593,,2023-09-13,2023-09-23
2594,PENDING,2023-09-14,2023-09-14
2594,rejected,2023-09-14,2023-09-17
2595,pending,2023-09-05,2023-09-05
2595,activated,2023-09-05,
2596,pending,2023-10-21,2023-10-21
2596,activated,2023-10-21,2023-10-27
2597,,2023-10-20,2023-10-20
2597,,2023-10-20,2023-10-24
2598,pending,2023-09-25,2023-09-25 
2598,ACTIVATED,2023-09-25,2023-09-29
2599,PENDING,2023-10-30,2023-10-30
2599,activated,,2023-11-07
2600,pending,,2023-09-14
2600,activated,2023-09-14,2023-09-16
2601,pending,2023-09-01,2023-09-01
2601,activated,2023-09-01,2023-09-04
2602,pending,2023-10-20,2023-10-20
2602,activated,2023-10-20,2023-10-25
2602,deactivated,2023-10-20,2023-11-22
2603,pending,2023-10-16,2023-10-16
2603,rejected,2023-10-16,2023-10-21
2604,PENDING,2023-09-11,2023-09-11
2604,activated,2023-09-11,2023-09-12
2605,pending,2023-09-20,2023-09-20
2605,activated,,2023-09-30
2606,pending,2023-09-05,2023-09-05
2606,activated,2023-09-05,2023-09-06
2607,Pending,2023-10-04,
2607,activated,2023-10-04,2023-10-07
2607,deactivated,2023-10-04,2023-11-03
2608,pending,2023-10-02,2023-10-02
2608,activated,2023-10-02,2023-10-12
2609,,,2023-10-08
2609,activated,2023-10-08,2023-10-16
2610,,2023-10-21,2023-10-21
2610,activated,2023-10-21,2023-10-28
2611,pending,2023-10-21 ,2023-10-21
2611,Rejected,2023-10-21,2023-10-26
2612,pending,2023-09-21,2023-09-21
2612,activated,2023-09-21,2023-09-24
2613,pending,2023-09-26,2023-09-26
2613, activated,2023-09-26 ,2023-09-29
2614,,2023-09-10,2023-09-10
2614,Activated,2023-09-10,2023-09-15
2615,Pending,2023-10-06,2023-10-06
2615,activated,2023-10-06,2023-10-14
2616,,2023-09-24,2023-09-24
2616,activated,,2023-09-30
2617,,2023-10-12,2023-10-12
2617,activated,2023-10-12,2023-10-20
2617,deactivated,2023-10-12,2023-11-10
2618,pending,2023-09-19,2023-09-19
2618,activated,,2023-09-25
2619,pending,2023-09-22,2023-09-22
2619,activated, 2023-09-22,2023-09-30
2620,pending,2023-10-10,
2620,rejected,2023-10-10,2023-10-17
2621,pending,2023-09-10,2023-09-10
2621,activated,2023-09-10,2023-09-14
2622,pending,2023-09-15,2023-09-15
2622,activated,2023-09-15,2023-09-19
2623,pending,2023-10-04,2023-10-04
2623,,2023-10-04,2023-10-13
2624,pending,2023-10-10,2023-10-10
2624,expired,2023-10-10,2023-10-24
2625,pending,2023-09-08,2023-09-08
2625,activated,2023-09-08,2023-09-09
2626,pending,2023-09-25,2023-09-25
2626,activated,2023-09-25,2023-10-04
2627,,2023-09-28,2023-09-28
2627,activated,2023-09-28,2023-10-07
2628,pending,2023-09-25,2023-09-25
2628,activated,, 2023-09-27
2628,deactivated,2023-09-25,2023-10-24
2629,pending,2023-09-05,2023-09-05
2629,activated,2023-09-05,2023-09-11
2630,pending,2023-10-12,2023-10-12
2630,,2023-10-12,
2631,pending,2023-10-12,2023-10-12
2631,rejected,2023-10-12,
2632,pending,2023-09-15,2023-09-15
2632,activated,2023-09-15,2023-09-19
2633,pending,,2023-10-03
2633,activated,,2023-10-08
2634,pending,2023-10-20,
2634,activated,2023-10-20,2023-10-23
2635,pending,2023-10-15,2023-10-15
2635,activated ,2023-10-15,2023-10-18
2636,pending,2023-09-01,
2636,activated,2023-09-01,2023-09-04
2637, pending,2023-09-20,
2637,activated,2023-09-20,2023-09-28
2638,pending,2023-09-14,2023-09-14
2638,activated,2023-09-14,2023-09-19
2639,pending,2023-10-23,2023-10-23
2639,activated,,2023-10-31
2640,Pending,2023-10-12,2023-10-12
2640,activated,2023-10-12,
2641,pending,2023-10-15,2023-10-15
2641,activated,2023-10-15,2023-10-23
2642,pending,2023-09-01,2023-09-01
2642,activated,2023-09-01,2023-09-05
2643,pending,2023-10-15,2023-10-15
2643,expired,,2023-10-29
2644,pending,2023-09-09,2023-09-09
2644,activated,2023-09-09,2023-09-18
